Date,OPEN,VOLUME,TodaysOpenGreaterThanNextWeekAverage(Classifier),AverageChangeLast-5,AverageChangeLast-10,AverageChangeLast-30
11/19/2010,70.20,24116400.00,0.00,-1.43,0.92,3.73
11/18/2010,69.65,18322900.00,1.00,-0.75,1.87,3.36
11/17/2010,68.84,17471800.00,1.00,-0.29,1.94,3.97
11/16/2010,69.62,27543400.00,1.00,0.72,2.74,4.37
11/15/2010,71.01,18779600.00,0.00,1.49,2.98,4.17
11/12/2010,71.38,24598100.00,0.00,1.34,3.15,4.09
11/11/2010,71.00,23788900.00,0.00,1.89,2.26,4.12
11/10/2010,70.96,25482400.00,0.00,1.43,2.20,3.98
11/9/2010,70.29,33938100.00,1.00,1.78,1.78,3.84
11/8/2010,69.49,23628000.00,1.00,1.71,0.64,3.19
11/5/2010,69.44,26531700.00,1.00,1.63,0.45,3.40
11/4/2010,68.40,31221400.00,1.00,0.66,0.36,3.64
11/3/2010,68.23,26545300.00,1.00,0.68,0.99,2.85
11/2/2010,67.32,26192200.00,1.00,0.41,0.59,2.55
11/1/2010,66.72,22372700.00,1.00,-0.46,0.93,2.98
10/29/2010,66.10,19265600.00,1.00,-0.32,0.35,2.64
10/28/2010,66.43,20464200.00,1.00,-0.08,0.85,2.81
10/27/2010,65.95,23358900.00,1.00,0.81,0.99,2.74
10/26/2010,65.96,17652900.00,1.00,0.41,1.34,2.48
10/25/2010,66.68,16516600.00,0.00,0.82,1.13,1.76
10/22/2010,66.51,13332800.00,0.00,0.14,1.48,1.59
10/21/2010,66.29,21291200.00,0.00,0.53,1.08,1.30
10/20/2010,65.47,20543900.00,1.00,0.55,1.65,1.96
10/19/2010,65.59,25367400.00,1.00,0.99,2.06,1.58
10/18/2010,65.19,22481700.00,1.00,0.60,1.72,1.11
10/15/2010,65.64,25500700.00,1.00,0.98,1.66,1.68
10/14/2010,65.05,17778100.00,1.00,0.54,1.67,1.98
10/13/2010,64.84,22560500.00,1.00,1.10,1.51,3.07
10/12/2010,64.31,20732000.00,1.00,1.41,1.39,2.07
10/11/2010,64.36,13848900.00,1.00,1.00,0.74,2.76
10/8/2010,63.81,22370500.00,1.00,0.84,0.96,1.92
10/7/2010,63.96,19468400.00,1.00,0.79,1.21,2.42
10/6/2010,63.18,21645200.00,1.00,0.50,0.39,1.99
10/5/2010,62.59,25185400.00,1.00,0.40,0.13,1.85
10/4/2010,62.52,16902500.00,1.00,-0.05,0.67,1.69
10/1/2010,62.32,24160200.00,1.00,0.27,0.35,0.67
9/30/2010,61.95,25460200.00,1.00,0.66,0.61,-0.12
9/29/2010,61.77,21158000.00,1.00,0.06,0.64,0.03
9/28/2010,61.63,18806700.00,1.00,-0.13,0.45,0.85
9/27/2010,61.99,16642800.00,1.00,0.45,-0.17,0.43
9/24/2010,61.51,25145300.00,1.00,0.10,-0.21,0.64
9/23/2010,60.99,18097800.00,1.00,0.41,-0.35,-0.24
9/22/2010,61.56,18207700.00,1.00,0.41,0.43,-1.52
9/21/2010,61.65,20525200.00,0.00,0.22,0.10,-2.20
9/20/2010,61.04,21788100.00,1.00,-0.44,-0.24,-1.54
9/17/2010,61.19,26447200.00,1.00,-0.34,0.50,-1.84
9/16/2010,60.85,16432500.00,1.00,-0.45,0.95,-2.36
9/15/2010,60.76,18769900.00,1.00,0.34,2.05,-1.42
9/14/2010,60.84,17977500.00,1.00,0.02,1.04,-0.05
9/13/2010,61.39,23141800.00,0.00,-0.23,1.76,0.39
9/10/2010,61.38,14488400.00,0.00,0.46,0.84,-0.91
9/9/2010,61.50,16525200.00,0.00,0.88,1.30,-0.22
9/8/2010,60.66,17380600.00,1.00,1.84,0.85,-0.11
9/7/2010,60.89,19435700.00,1.00,0.72,0.73,0.81
9/3/2010,61.20,21982900.00,0.00,1.26,0.44,1.19
9/2/2010,60.49,18662600.00,1.00,0.10,-0.65,1.69
9/1/2010,60.04,26286200.00,1.00,0.37,-1.46,1.17
8/31/2010,58.75,26985400.00,1.00,0.07,-1.11,2.62
8/30/2010,59.56,16265100.00,1.00,0.16,-0.13,1.95
8/27/2010,58.72,28279500.00,1.00,-0.08,-0.48,1.38
8/26/2010,59.36,22320900.00,1.00,-0.82,-0.05,0.89
8/25/2010,58.69,20944000.00,1.00,-1.32,-0.75,1.04
8/24/2010,58.96,25679100.00,1.00,-0.76,-1.75,0.67
8/23/2010,58.97,21337700.00,1.00,0.21,-2.17,1.96
8/20/2010,59.02,21008800.00,1.00,0.05,-1.22,1.49
8/19/2010,59.93,21174500.00,0.00,0.50,-1.24,1.10
8/18/2010,60.67,20071500.00,0.00,-0.30,-1.56,2.81
8/17/2010,60.49,20122200.00,0.00,-1.38,-0.49,2.90
8/16/2010,59.60,14301100.00,0.00,-1.58,1.06,3.11
8/13/2010,59.96,14651300.00,0.00,-0.53,1.52,2.87
8/12/2010,59.70,16951300.00,1.00,-0.39,0.27,2.41
8/11/2010,60.55,24281300.00,0.00,-0.50,1.01,1.64
8/10/2010,61.85,23188500.00,0.00,0.53,1.01,0.21
8/9/2010,62.56,14731300.00,0.00,1.77,1.72,-0.74
8/6/2010,61.92,23097300.00,0.00,1.80,1.93,-1.47
8/5/2010,62.28,19985300.00,0.00,0.06,2.15,-2.42
8/4/2010,62.86,21033800.00,0.00,0.39,1.28,-3.86
8/3/2010,61.98,31075800.00,1.00,0.12,2.35,-4.82
8/2/2010,60.64,28144000.00,1.00,0.73,1.35,-3.46
7/30/2010,60.15,29354600.00,1.00,1.17,0.67,-3.00
7/29/2010,61.42,33763000.00,1.00,1.53,0.04,-2.48
7/28/2010,60.73,23511100.00,1.00,0.56,0.01,-2.35
7/27/2010,60.62,22400800.00,1.00,1.64,-0.51,-2.50
7/26/2010,59.70,20236500.00,1.00,0.60,0.66,-2.07
7/23/2010,59.26,19281400.00,1.00,-0.26,0.10,-1.82
7/22/2010,58.71,27051400.00,1.00,-0.80,-0.33,-1.88
7/21/2010,59.13,26859700.00,1.00,-0.45,1.45,0.19
7/20/2010,57.68,23807300.00,1.00,-0.73,1.51,-0.16
7/19/2010,58.33,20960000.00,1.00,0.68,1.64,-0.89
7/16/2010,58.84,35805700.00,1.00,0.37,1.38,-1.26
7/15/2010,59.36,24737300.00,0.00,-0.09,0.81,0.51
7/14/2010,59.22,26061100.00,0.00,1.51,-0.06,-0.36
7/13/2010,59.60,30514200.00,0.00,1.31,-1.47,-1.15
7/12/2010,58.29,23515000.00,1.00,1.16,-2.29,-0.36
7/9/2010,58.76,25976500.00,1.00,0.60,-2.83,0.08
7/8/2010,59.13,40430300.00,0.00,-0.10,-3.49,1.20
7/7/2010,57.37,41797200.00,1.00,-1.00,-4.56,-0.49
7/6/2010,57.17,36912100.00,1.00,-2.11,-4.96,1.20
7/2/2010,56.85,32767900.00,1.00,-2.44,-2.99,-0.98
7/1/2010,56.98,47746400.00,1.00,-2.42,-2.03,-1.78
6/30/2010,57.33,43944900.00,1.00,-2.50,-1.04,-3.18
6/29/2010,58.00,52525000.00,0.00,-2.99,-0.44,-2.67
6/28/2010,59.31,43013000.00,0.00,-3.03,-0.32,-3.26
6/25/2010,60.15,118023500.00,0.00,-0.91,0.34,-3.44
6/24/2010,60.82,34188500.00,0.00,-0.05,0.70,-3.05
6/23/2010,61.71,38058900.00,0.00,0.69,0.51,-2.92
6/22/2010,63.13,26147000.00,0.00,0.88,2.40,-3.62
6/21/2010,64.10,24877600.00,0.00,0.36,1.66,-2.68
6/18/2010,62.78,32747000.00,0.00,0.49,0.54,-3.94
6/17/2010,62.42,23310200.00,0.00,0.53,-0.05,-3.98
6/16/2010,61.97,20652700.00,1.00,-0.05,1.50,-5.05
6/15/2010,61.89,24532600.00,1.00,1.66,0.30,-5.84
6/14/2010,62.06,24667800.00,1.00,0.88,-0.62,-6.41
6/11/2010,61.68,21227100.00,1.00,-0.34,0.05,-5.74
6/10/2010,61.50,33020100.00,1.00,-0.90,0.21,-5.91
6/9/2010,61.58,31693200.00,1.00,0.97,1.27,-5.78
6/8/2010,59.62,48460700.00,1.00,-0.30,-0.59,-5.53
6/7/2010,59.98,28389500.00,1.00,-0.90,1.15,-4.67
6/4/2010,60.74,45019200.00,1.00,0.20,-1.08,-4.39
6/3/2010,61.23,32383700.00,0.00,0.17,-1.98,-4.62
6/2/2010,59.51,28668400.00,1.00,1.05,-3.37,-3.97
6/1/2010,60.38,32972000.00,1.00,-0.51,-2.66,-2.80
5/28/2010,61.21,32078700.00,0.00,1.15,-3.10,-2.92
5/27/2010,60.50,31911500.00,0.00,-1.39,-3.14,-3.07
5/26/2010,60.08,34028900.00,1.00,-1.75,-2.35,-2.98
5/25/2010,58.99,50533800.00,1.00,-2.72,-1.86,-2.44
5/24/2010,60.74,27847800.00,0.00,-1.80,-2.20,-2.48
5/21/2010,59.16,52802900.00,1.00,-2.01,-1.00,-1.53
5/20/2010,61.47,57194500.00,0.00,-1.50,-1.93,-0.18
5/19/2010,62.46,36722500.00,0.00,-0.78,-1.71,-0.83
5/18/2010,64.05,34457000.00,0.00,-0.42,-2.55,-0.82
5/17/2010,63.74,31923700.00,0.00,-0.92,-3.05,-0.51
5/14/2010,64.50,38815400.00,0.00,0.02,-3.43,0.19
5/13/2010,64.87,26791600.00,0.00,-1.44,-2.58,0.60
5/12/2010,64.64,25390700.00,0.00,-1.34,-2.58,0.42
5/11/2010,64.62,29790600.00,0.00,-2.15,-2.34,1.04
5/10/2010,65.42,38337600.00,0.00,-2.50,-1.91,1.32
5/7/2010,64.50,69004800.00,0.00,-2.47,-0.82,1.04
5/6/2010,65.79,58336300.00,0.00,-1.07,-0.37,1.37
5/5/2010,65.94,30260300.00,0.00,-0.88,-0.58,1.02
5/4/2010,67.15,31646100.00,0.00,-0.66,0.05,1.49
5/3/2010,68.11,30734900.00,0.00,-0.39,0.96,0.11
4/30/2010,68.90,43762100.00,0.00,0.43,0.61,0.44
4/29/2010,68.45,47200900.00,0.00,0.39,0.19,0.99
4/28/2010,68.87,33243500.00,0.00,-0.14,-0.09,1.26
4/27/2010,69.01,36374700.00,0.00,0.38,0.20,1.07
4/26/2010,69.03,18237100.00,0.00,1.03,-0.19,0.08
4/23/2010,68.50,24340000.00,1.00,0.40,0.45,0.20
4/22/2010,68.52,21654700.00,1.00,-0.04,1.48,0.39
4/21/2010,69.00,21119200.00,0.00,-0.32,0.50,1.16
4/20/2010,68.62,22989500.00,1.00,-0.13,0.24,0.62
4/19/2010,67.75,25686000.00,1.00,-0.37,0.38,1.38
4/16/2010,68.12,33855100.00,1.00,0.49,0.92,1.82
4/15/2010,68.50,16712900.00,1.00,1.51,1.12,1.39
4/14/2010,68.72,18777800.00,0.00,0.44,0.72,1.39
4/13/2010,68.47,19177100.00,1.00,0.12,1.11,1.58
4/12/2010,68.80,18170300.00,0.00,0.17,1.11,1.56
4/9/2010,68.11,21099600.00,1.00,0.51,0.50,2.09
4/8/2010,67.01,24060800.00,1.00,0.66,0.60,1.61
4/7/2010,67.83,24531500.00,1.00,0.36,0.19,1.28
4/6/2010,67.99,19776800.00,1.00,0.77,0.55,0.36
4/5/2010,67.84,20901100.00,1.00,0.66,-0.92,0.79
4/1/2010,67.27,19614700.00,1.00,0.02,-0.60,0.53
3/31/2010,66.94,22352500.00,1.00,0.17,0.03,-0.05
3/30/2010,67.19,17745900.00,1.00,-0.22,0.34,0.82
3/29/2010,66.66,26122200.00,1.00,0.16,0.12,1.56
3/26/2010,66.44,30553400.00,1.00,-1.09,-0.76,1.44
3/25/2010,66.81,21095600.00,1.00,-0.53,-0.48,1.01
3/24/2010,66.57,19748800.00,1.00,0.23,-0.18,0.93
3/23/2010,66.94,24754700.00,0.00,0.52,0.65,1.05
3/22/2010,66.49,21390600.00,1.00,0.26,0.15,1.17
3/19/2010,67.84,45564200.00,0.00,-0.70,0.90,-0.48
3/18/2010,67.50,25925500.00,0.00,-0.54,1.23,-1.11
3/17/2010,66.91,38770000.00,0.00,-0.34,0.70,-0.98
3/16/2010,66.55,35103700.00,1.00,0.54,0.70,-0.03
3/15/2010,66.67,22070000.00,1.00,0.13,0.91,0.53
3/12/2010,67.58,23361800.00,0.00,0.87,0.83,-0.23
3/11/2010,67.39,19357400.00,0.00,1.04,1.27,-0.10
3/10/2010,67.16,24810300.00,0.00,0.34,0.70,-0.12
3/9/2010,66.32,29003100.00,1.00,0.19,0.27,-1.07
3/8/2010,66.77,20297200.00,1.00,0.28,-0.68,-1.05
3/5/2010,65.96,26837900.00,1.00,0.08,-0.23,-2.64
3/4/2010,65.43,21961100.00,1.00,0.68,-0.38,-2.99
3/3/2010,65.77,22279800.00,1.00,0.31,-0.89,-3.04
3/2/2010,65.66,24823900.00,1.00,-0.05,0.09,-3.83
3/1/2010,65.36,18798600.00,1.00,-0.89,0.85,-3.58
2/26/2010,65.26,20129700.00,1.00,-0.21,0.80,-3.85
2/25/2010,64.61,25668800.00,1.00,-0.26,0.39,-3.44
2/24/2010,65.01,21469600.00,1.00,-0.75,0.32,-3.51
2/23/2010,65.26,33372900.00,1.00,0.41,0.46,-3.10
2/22/2010,66.10,20469700.00,0.00,1.11,0.57,-3.17
2/19/2010,65.59,24264600.00,0.00,0.92,-1.12,-2.58
2/18/2010,65.80,22536700.00,0.00,0.31,-1.66,-2.20
2/17/2010,66.34,21821800.00,0.00,0.16,-1.39,-1.62
