@relation 'testData (Autosaved)'

@attribute Date date "MM/dd/yyyy"
@attribute OPEN numeric
@attribute VOLUME numeric
@attribute AverageChangeLast-5 numeric
@attribute AverageChangeLast-10 numeric
@attribute AverageChangeLast-30 numeric
@attribute 'Crude Oil Imports(US)' numeric
@attribute DayToDay(Classifier) numeric

@data
6/22/2016,91.84,8783723,0.72,-0.309,1.006333,10721,1
6/23/2016,91.93,9463030,1.452,0.579,0.785667,10721,0
6/24/2016,89.88,20010194,-0.222,0.472,0.245333,10466,0
6/27/2016,88.9,14395728,-0.288,0.893,0.756,10466,0
6/28/2016,89.73,13253931,-0.17,0.19,0.842667,10466,1
6/29/2016,91.41,13920631,-1.414,0.458,0.817333,10466,1
6/30/2016,92.33,14073677,-1.246,1.218,0.385,10466,1
7/1/2016,93.36,9945263,1.192,-0.32,1.721333,10568,1
7/5/2016,93.12,10743751,3.062,0.192,0.065667,10568,0
7/6/2016,93.35,13138763,3.064,0.952,1.565,10568,1
7/7/2016,94.34,12240670,2.02,0.088,0.824667,10568,0
7/8/2016,93.39,9807645,1.2,0.177,0.974333,10114,0
7/11/2016,93.75,8335675,0.13,2.401,0.683667,10114,1
7/12/2016,94.67,9869613,0.38,3.831,1.67,10114,1
7/13/2016,94.65,9455239,0.536,3.61,1.234667,10114,1
7/14/2016,95.05,9293380,-0.296,2.327,3,10114,1
7/15/2016,95.44,10334353,1.052,1.656,3.410333,10580,1
7/18/2016,94.92,9865850,1.008,0.764,3.4,10580,0
7/19/2016,94.76,5901792,0.274,1.102,3.185,10580,0
7/20/2016,94.25,7381889,0.198,1.017,2.476,10580,0
7/21/2016,93.89,7756497,-0.392,0.011,1.303333,10580,0
7/22/2016,94.11,7139681,-1.002,1.05,2.255333,10796,1
7/25/2016,93.47,10840292,-0.704,0.737,2.146667,10796,0
7/26/2016,91.63,12142648,-1.068,-0.352,2.700667,10796,0
7/27/2016,91.51,10037192,-1.146,-0.674,2.202,10796,0
7/28/2016,90.54,12439249,-1.39,-1.471,2.438,10796,0
7/29/2016,87.61,23927198,-2.34,-2.336,2.969333,10918,0
8/1/2016,88.08,22907046,-2.712,-2.433,1.103667,10918,0
8/2/2016,86.45,18919157,-2.14,-3.169,1.141667,10918,0
8/3/2016,87.01,14631501,-2.918,-3.402,1.575667,10918,1
8/4/2016,87.5,13451250,-2.632,-3.686,0.321,10918,1
8/5/2016,87.73,9617289,-0.246,-4.543,0.108,10607,1
8/8/2016,88.05,10492644,-0.994,-4.548,2.016667,10607,1
8/9/2016,88.62,9654554,1.182,-3.069,2.97,10607,1
8/10/2016,87.78,12714814,0.954,-3.232,2.134667,10607,0
8/11/2016,86.69,11616032,0.248,-2.712,0.304667,10607,0
8/12/2016,86.96,9986524,-0.134,-0.13,-0.806667,10364,1
8/15/2016,88.42,6432580,-0.396,-0.71,-2.033,10364,1
8/16/2016,87.83,6817932,-1.122,1.115,-1.994,10364,0
8/17/2016,87.92,7104115,-0.438,0.643,-2.394,10364,1
8/18/2016,88.38,10342730,0.992,0.215,-3.583333,10364,1
8/19/2016,88.63,8614984,1.16,0.128,-2.768333,11169,0
8/22/2016,87.31,8235406,-0.31,-0.168,-3.319667,11169,0
8/23/2016,87.84,6512486,0.316,-0.798,-4.436333,11169,1
8/24/2016,87.5,7981774,0.186,-0.056,-4.657333,11169,1
8/25/2016,88.02,6935161,-0.292,1.195,-5.286,11169,0
8/26/2016,87.63,6474424,-0.832,0.999,-5.925667,11036,0
8/29/2016,87.04,7027099,0.382,-0.519,-5.667333,11036,1
8/30/2016,87.87,6440948,-0.178,0.074,-5.74,11036,1
8/31/2016,87.14,12491437,0.122,-0.056,-5.461667,11036,0
9/1/2016,86.72,8434729,-0.574,-0.613,-5.328,11036,0
9/2/2016,87.42,7099643,-0.308,-1.07,-5.781667,9103,1
9/6/2016,87.84,9850712,0.312,0.212,-5.361333,9103,1
9/7/2016,88.65,7470375,-0.372,-0.26,-3.642333,9103,1
9/8/2016,88.55,9579545,0.502,0.132,-3.632,9103,1
9/9/2016,88.66,12820202,1.304,-0.285,-2.724,10262,0
9/12/2016,86.78,10889025,0.604,0.043,0.094,10262,0
9/13/2016,86.46,13214321,0.158,0.635,-0.431333,10262,0
9/14/2016,85.04,13956215,-1.324,-0.458,1.177,10262,0
9/15/2016,84.67,9248941,-1.952,-0.02,0.535667,10262,1
9/16/2016,84.51,21538205,-2.856,0.194,-0.034667,10343,0
9/19/2016,84.58,7928973,-1.538,-0.787,-0.379667,10343,0
9/20/2016,83.73,17520615,-1.91,-1.566,-0.824,10343,0
9/21/2016,82.82,15055917,-1.024,-2.979,-1.595667,10343,0
9/22/2016,84.28,10737894,-0.914,-3.373,-0.935667,10343,1
9/23/2016,82.68,12666906,-1.062,-4.034,0.058667,9978,0
9/26/2016,83.52,10860220,-1.248,-2.493,-0.320333,9978,1
9/27/2016,82.59,9595020,-0.552,-2.596,-1.94,9978,0
9/28/2016,83.46,28115546,0.498,-1.373,-1.502333,9978,1
9/29/2016,86.97,19082873,-0.242,-0.773,-1.626333,9978,1
9/30/2016,86.84,15928885,1.942,-0.475,-2.141333,9968,1
10/3/2016,86.94,7111178,1.868,-0.22,-2.445667,9968,1
10/4/2016,87.38,8222033,3.596,0.952,-1.150667,9968,0
10/5/2016,86.83,8796215,3.328,2.233,-1.738667,9968,0
10/6/2016,87.25,7718259,-0.162,1.143,-1.422667,9968,1
10/7/2016,86.95,6608815,0.084,3.093,-1.975333,9866,0
10/10/2016,87.54,10060038,-0.124,2.582,-1.609333,9866,1
10/11/2016,88.08,9309029,-0.286,4.05,-0.980333,9866,1
10/12/2016,87.22,8172509,0.562,3.63,-1.813667,9866,0
10/13/2016,86.35,9890258,0.168,0.143,-1.096667,9866,0
10/14/2016,87.19,7991654,0.372,0.283,-0.696,9127,1
10/17/2016,86.48,7263061,-0.258,0.109,-1.406,9127,0
10/18/2016,87.17,5429319,-1.178,-0.382,-1.855333,9127,1
10/19/2016,87.19,9373416,-0.512,0.22,-2.725333,9127,0
10/20/2016,86.79,6865853,0.366,-0.183,-2.661,9127,1
10/21/2016,86.42,10723886,-0.344,0.134,-2.832333,9068,0
10/24/2016,86.74,8354774,0.382,-0.468,-0.959667,9068,1
10/25/2016,86.67,6835836,-0.234,-1.161,-0.652333,9068,0
10/26/2016,86.25,8484079,-0.264,-0.403,0.818,9068,1
10/27/2016,87.28,9071099,0.12,0.463,1.271,9068,1
10/28/2016,85.28,19070824,0.432,-0.341,1.492333,10957,0
10/31/2016,83.88,16657683,-0.256,0.193,1.447333,10957,0
11/1/2016,83.5,13050407,-0.904,-0.819,2.280333,10957,0
11/2/2016,83.3,11225897,-1.098,-1.151,3.227333,10957,0
11/3/2016,83.68,8836446,-2.856,-1.123,1.772333,10957,1
11/4/2016,83.63,13877034,-1.508,-1.108,3.376333,9232,0
11/7/2016,84.49,13576246,-0.35,-1.733,2.540333,9232,1
11/8/2016,84.73,9734653,0.456,-1.809,3.55,9232,1
11/9/2016,84.05,15901269,0.988,-1.53,2.749,9232,1
11/10/2016,85.91,14106127,1.168,-2.644,-0.782667,9232,1
11/11/2016,86.53,13812176,1.896,-0.631,-0.633,10907,0
11/14/2016,85.3,12607502,1.456,0.858,-0.786667,10907,0
11/15/2016,85.77,12883542,1.182,1.434,-1.285667,10907,1
11/16/2016,86.74,8147125,2.164,1.951,-0.716667,10907,0
11/17/2016,86.44,8198219,0.204,1.801,-1.178333,10907,0
11/18/2016,85.21,8457804,-0.78,2.008,-0.938667,9951,0
11/21/2016,86.44,8861469,0.372,1.319,-1.577333,9951,1
11/22/2016,86.69,9390016,0.144,1.183,-2.182333,9951,1
11/23/2016,86.54,6060731,-0.854,2,-1.357667,9951,1
11/25/2016,86.71,5043042,-0.32,0.207,-0.494667,10061,1
11/28/2016,86.95,7449634,1.288,-0.406,-1.316,10061,0
11/29/2016,85.42,9181089,0.296,0.904,-0.608333,10061,0
11/30/2016,87.6,22692459,-0.072,0.496,-1.319667,10061,1
12/1/2016,87.98,13003750,0.202,-0.426,-1.322,10061,0
12/2/2016,87.19,9704406,0.096,0.023,-0.919667,10515,0
12/5/2016,87.39,11741074,-0.16,1.434,-0.555333,10515,1
12/6/2016,87.27,11293620,1.572,0.424,-0.846667,10515,1
12/7/2016,87.63,11182628,-0.276,0.281,-0.755,10515,1
12/8/2016,88.05,9030099,-0.502,0.57,-0.29,10515,1
12/9/2016,88.64,8021683,0.504,0.54,-1.279,9344,1
12/12/2016,90.14,15542076,0.696,0.488,0.790333,9344,1
12/13/2016,91.89,18829345,1.516,2.469,2.397,9344,1
12/14/2016,92.26,16323105,2.16,0.957,3.085667,9344,0
12/15/2016,90.1,11155111,2.242,0.905,3.516667,9344,0
12/16/2016,91.52,20291295,2.166,2.06,3.384667,10225,1
12/19/2016,91.38,9674313,1.102,2.274,3.685333,10225,0
12/20/2016,90.51,7221041,-0.76,2.688,3.053667,10225,0
12/21/2016,90.68,7307997,-1.56,2.615,2.979667,10225,0
12/22/2016,90.02,8003106,0.54,2.416,3.825333,10225,1
12/23/2016,90.89,4266381,-0.884,2.081,2.119333,9876,1
12/27/2016,90.83,4960456,-0.838,0.752,1.621333,9876,0
12/28/2016,90.68,6745940,0.098,-1.021,3.020667,9876,0
12/29/2016,90.1,6684661,-0.098,-1.619,2.718,9876,0
12/30/2016,90.03,9117280,0.576,0.518,1.865667,9428,1
1/3/2017,90.94,10360622,-0.416,-0.965,2.316,9428,1
1/4/2017,91.12,9432400,-0.32,-0.854,3.734667,9428,0
1/5/2017,90.19,14440060,-0.342,-0.037,2.658333,9428,0
1/6/2017,88.79,16518128,-0.112,-0.395,2.477,11121,0
1/9/2017,88.22,13759032,-0.412,0.087,2.687667,11121,0
1/10/2017,87.17,13283083,-1.966,-1.166,2.521667,11121,0
1/11/2017,85.9,11183689,-3.138,-1.584,2.242,11121,0
1/12/2017,87.27,10406846,-2.824,-1.828,3.783333,11121,1
1/13/2017,86.27,8414747,-1.866,-1.644,1.618,10655,0
1/17/2017,86.58,13237348,-1.726,-1.974,1.206333,10655,1
1/18/2017,87.06,11827304,-0.612,-3.174,2.000333,10655,0
1/19/2017,85.97,16382903,0.728,-3.815,1.775,10655,0
1/20/2017,85.44,18738859,-1.058,-3.401,1.803333,10290,0
1/23/2017,85.68,11433633,-0.148,-2.267,1.387667,10290,0
1/24/2017,84.98,11858111,-0.734,-2.05,0.864333,10290,0
1/25/2017,85.34,9578522,-1.668,-1.195,0.166667,10290,1
1/26/2017,85.69,8776714,-0.766,0.016,-1.455333,10290,1
1/27/2017,85.3,10945102,-0.062,-1.475,-3.384667,10302,0
1/30/2017,85.42,12788543,-0.378,-0.558,-3.990333,10302,0
1/31/2017,85.04,19127490,0.3,-1.017,-2.021,10302,0
2/1/2017,84,15110442,-0.3,-1.844,-3.674333,10302,0
2/2/2017,83.21,12200100,-1.13,-1.088,-3.809,10302,0
2/3/2017,83.7,12743536,-1.17,-0.686,-3.171333,11916,1
2/6/2017,83.55,9935630,-1.684,-1.161,-3.571,11916,0
2/7/2017,83.23,11699412,-1.614,-0.627,-3.143333,11916,0
2/8/2017,81.99,14005318,-0.798,-1.219,-4.283333,11916,0
2/9/2017,81.8,9602988,-0.3,-1.955,-4.531,11916,0
2/10/2017,82.26,8739814,-1.112,-1.941,-4.678,10479,1
2/13/2017,82.77,9071638,-1.166,-2.36,-4.357333,10479,1
2/14/2017,82.91,11370235,-0.908,-2.166,-4.532333,10479,1
2/15/2017,82.64,11768513,0.342,-1.233,-5.690333,10479,1
2/16/2017,83.12,10614956,0.868,-0.421,-6.128,10479,0
2/17/2017,82.09,15643848,0.5,-1.026,-5.451,9485,0
2/21/2017,82.12,16417662,-0.162,-1.054,-4.277333,9485,0
2/22/2017,81.65,12917374,-0.524,-0.876,-3.927667,9485,0
2/23/2017,81.42,13847038,-0.632,0.18,-3.081333,9485,1
2/24/2017,81.6,11336722,-1.388,0.4,-1.949667,9911,0
2/27/2017,81.13,13465448,-0.602,-0.136,-3.510667,9911,0
2/28/2017,81.53,16834063,-0.676,-0.744,-2.670667,9911,1
3/1/2017,81.7,17482122,-0.32,-1.052,-3.148333,9911,1
3/2/2017,82.8,14168481,0.328,-0.762,-3.773,9911,1
3/3/2017,83.56,12304096,0.452,-1.228,-2.782333,10446,0
3/6/2017,82.44,9617240,1.198,-0.182,-2.328,10446,0
3/7/2017,83.11,12710956,1.056,-0.105,-2.67,10446,1
3/8/2017,82.35,16817743,1.126,0.428,-2.051667,10446,0
3/9/2017,80.64,14721795,-0.372,0.668,-2.547,10446,0
3/10/2017,82.44,11354999,-1.458,0.477,-3.019333,9558,1
3/13/2017,81.5,9571361,-0.508,1,-2.762333,9558,0
3/14/2017,81,11335678,-1.46,0.588,-3.018667,9558,0
3/15/2017,81.35,11970300,-1.006,0.385,-2.767667,9558,1
3/16/2017,82.03,9923804,0.898,-0.817,-1.790667,9558,1
3/17/2017,82.03,18834129,-0.822,-1.7,-1.029667,10284,0
3/20/2017,81.72,7700258,0.196,-0.626,-1.568,10284,0
3/21/2017,82.16,13387665,0.812,-1.379,-1.469333,10284,1
3/22/2017,81.96,11127314,0.63,-0.688,-1.198667,10284,0
3/23/2017,81.63,8722147,-0.098,1.095,0.007667,10284,0
3/24/2017,82.03,8965103,-0.14,-0.686,0.210333,10604,0
3/27/2017,80.82,8445016,0.016,0.216,-0.27,10604,0
3/28/2017,81.32,10710823,-0.574,0.699,-0.822333,10604,1
3/29/2017,81.69,8350755,-0.372,0.434,-1.001,10604,1
3/30/2017,82.03,44656397,0.01,-0.244,-0.757667,10604,1
3/31/2017,83.26,21705830,-0.022,-0.081,-1.219667,10022,0
4/3/2017,82.02,11431761,1.344,0.23,-0.199333,10022,0
4/4/2017,82.1,9214672,1.008,-0.203,-0.219,10022,1
4/5/2017,82.85,13623292,0.744,0.051,0.267,10022,1
4/6/2017,82.75,9513299,0.506,0.458,0.550333,10022,1
4/7/2017,83.24,8890085,-0.862,0.173,0.411333,9333,1
4/10/2017,83.12,8555618,0.528,1.536,0.937333,9333,0
4/11/2017,83.08,8522117,0.66,1.224,0.590333,9333,0
4/12/2017,82.86,8049240,0.004,0.954,0.471,9333,0
4/13/2017,82.72,8617732,0.192,0.709,-0.630667,9333,0
4/17/2017,81.85,9529352,-0.562,-0.722,-1.444333,9333,0
4/18/2017,81.32,8807561,-0.678,0.475,-0.353667,9333,0
4/19/2017,81.17,10661453,-1.054,0.293,-1.083,9333,0
4/20/2017,80.95,11593752,-1.304,-0.645,-0.390667,9333,0
